text,book
مبادم به جز آشتی هیچ کار,siavash
فرستم به نزدیک او سیم و زر,siavash
همان تاج و تخت و فراوان گهر,siavash
مگر کاین بلاها ز من بگذرد,siavash
که ترسم روانم فرو پژمرد,siavash
چو چشم زمانه بدوزم به گنج,siavash
سزد گر سپهرم نخواهد به رنج,siavash
نخواهم زمانه جز آن کاو نوشت,siavash
چنان زیست باید که یزدان سرشت,siavash
چو بگذشت نیمی ز گردان سپهر,siavash
درخشنده خورشید بنمود چهر,siavash
بزرگان بدرگاه شاه آمدند,siavash
پرستنده و با کلاه آمدند,siavash
یکی انجمن ساخت با بخردان,siavash
هشیوار و کارآزموده ردان,siavash
بدیشان چنین گفت کز روزگار,siavash
نبینم همی بهره جز کارزار,siavash
بسا نامداران که بر دست من,siavash
تبه شد به جنگ اندرین انجمن,siavash
بسی شارستان گشت بیمارستان,siavash
بسی بوستان نیز شد خارستان,siavash
بسا باغ کان رزمگاه منست,siavash
به هر سو نشان سپاه منست,siavash
ز بیدادی شهریار جهان,siavash
همه نیکوی باشد اندر نهان,siavash
نزاید به هنگام در دشت گور,siavash
شود بچهٔ باز را دیده کور,siavash
نپرد ز پستان نخچیر شیر,siavash
شود آب در چشمهٔ خویش قیر,siavash
شود در جهان چشمهٔ آب خشک,siavash
نگیرد به نافه درون بوی مشک,siavash
ز کژی گریزان شود راستی,siavash
پدید آید از هر سوی کاستی,siavash
کنون دانش و داد یاد آوریم,siavash
بجای غم و رنج داد آوریم,siavash
برآساید از ما زمانی جهان,siavash
نباید که مرگ آید از ناگهان,siavash
دو بهر از جهان زیر پای منست,siavash
به ایران و توران سرای منست,siavash
نگه کن که چندین ز کندآوران,siavash
بیارند هر سال باژ گران,siavash
گر ایدونک باشید همداستان,siavash
به رستم فرستم یکی داستان,siavash
در آشتی با سیاووش نیز,siavash
بجویم فرستم بی‌اندازه چیز,siavash
سران یک به یک پاسخ آراستند,siavash
همی خوبی و راستی خواستند,siavash
که تو شهریاری و ما چون رهی,siavash
بران دل نهاده که فرمان دهی,siavash
همه بازگشتند سر پر ز داد,siavash
نیامد کسی را غم و رنج یاد,siavash
به گرسیوز آنگه چنین گفت شاه,siavash
که ببسیج کار و بیپمای راه,siavash
به زودی بساز و سخن را مه‌ایست,siavash
ز لشگر گزین کن سواری دویست,siavash
به نزد سیاووش برخواسته,siavash
ز هر چیز گنجی بیاراسته,siavash
از اسپان تازی به زرین ستام,siavash
ز شمشیر هندی به زرین نیام,siavash
یکی تاج پرگوهر شاهوار,siavash
ز گستردنی صد شتروار بار,siavash
غلام و کنیزک به بر هم دویست,siavash
بگویش که با تو مرا جنگ نیست,siavash
بپرسش فراوان و او را بگوی,siavash
که ما سوی ایران نکردیم روی,siavash
زمین تا لب رود جیحون مراست,siavash
به سغدیم و این پادشاهی جداست,siavash
همانست کز تور و سلم دلیر,siavash
زبر شد جهان آن کجا بود زیر,siavash
از ایرج که بر بیگنه کشته شد,siavash
ز مغز بزرگان خرد گشته شد,siavash
ز توران به ایران جدایی نبود,siavash
که باکین و جنگ آشنایی نبود,siavash
ز یزدان بران گونه دارم امید,siavash
که آید درود و خرام و نوید,siavash
برانگیخت از شهر ایران ترا,siavash
که بر مهر دید از دلیران ترا,siavash
به بخت تو آرام گیرد جهان,siavash
شود جنگ و ناخوبی اندر نهان,siavash
چو گرسیوز آید به نزدیک تو,siavash
به بار آید آن رای تاریک تو,siavash
چنان چون به گاه فریدون گرد,siavash
که گیتی ببخشش به گردان سپرد,siavash
ببخشیم و آن رای بازآوریم,siavash
ز جنگ و ز کین پای بازآوریم,siavash
تو شاهی و با شاه ایران بگوی,siavash
مگر نرم گردد سر جنگجوی,siavash
سخنها همی گوی با پیلتن,siavash
به چربی بسی داستانها بزن,siavash
برین هم نشان نزد رستم پیام,siavash
پرستنده و اسپ و زرین ستام,siavash
به نزدیک او هم چنین خواسته,siavash
ببر تا شود کار پیراسته,siavash
جز از تخت زرین که او شاه نیست,siavash
تن پهلوان از در گاه نیست,siavash
*بخش ۷*,siavash
بیاورد گرسیوز آن خواسته,siavash
که روی زمین زو شد آراسته,siavash
دمان تا لب رود جیحون رسید,siavash
ز گردان فرستاده‌ای برگزید,siavash
بدان تا رساند به شاه آگهی,siavash
که گرسیوز آمد بدان فرهی,siavash
به کشتی به یکروز بگذاشت آب,siavash
بیامد سوی بلخ دل پر شتاب,siavash
فرستاده آمد به درگاه شاه,siavash
بگفتند گرسیوز آمد به راه,siavash
سیاوش گو پیلتن را بخواند,siavash
وزین داستان چند گونه براند,siavash
چو گوسیوز آمد به درگاه شاه,siavash
بفرمود تا برگشادند راه,siavash
سیاووش ورا دید بر پای خاست,siavash
بخندید و بسیار پوزش بخواست,siavash
ببوسید گرسیوز از دور خاک,siavash
رخش پر ز شرم و دلش پر ز باک,siavash
سیاووش بنشاندش زیر تخت,siavash
از افراسیابش بپرسید سخت,siavash
چو بنشست گرسیوز از گاه نو,siavash
بدید آن سر وافسر شاه نو,siavash
به رستم چنین گفت کافراسیاب,siavash
چو از تو خبر یافت اندر شتاب,siavash
یکی یادگاری به نزدیک شاه,siavash
فرستاد با من کنون در به راه,siavash
بفرمود تا پرده برداشتند,siavash
به چشم سیاووش بگذاشتند,siavash
ز دروازهٔ شهر تا بارگاه,siavash
درم بود و اسپ و غلام و کلاه,siavash
کس اندازه نشاخت آنراکه چند,siavash
ز دینار و ز تاج و تخت بلند,siavash
غلامان همه با کلاه و کمر,siavash
پرستنده با یاره و طوق زر,siavash
پسند آمدش سخت بگشاد روی,siavash
نگه کرد و بشنید پیغام اوی,siavash
تهمتن بدو گفت یک هفته شاد,siavash
همی باش تا پاسخ آریم یاد,siavash
بدین خواهش اندیشه باید بسی,siavash
همان نیز پرسیدن از هر کسی,siavash
چو بشنید گرسیوز پیش بین,siavash
زمین را ببوسید و کرد آفرین,siavash
یکی خانه او را بیاراستند,siavash
به دیبا و خوالیگران خواستند,siavash
نشستند بیدار هر دو به هم,siavash
سگالش گرفتند بر بیش و کم,siavash
ازان کار شد پیلتن بدگمان,siavash
کزان گونه گرسیوز آمد دمان,siavash
طلایه ز هر سو برون تاختند,siavash
چنان چون ببایست برساختند,siavash
سیاوش ز رستم بپرسید و گفت,siavash
که این راز بیرون کنید از نهفت,siavash
که این آشتی جستن از بهر چیست,siavash
نگه کن که تریاک این زهر چیست,siavash
ز پیوستهٔ خون به نزدیک اوی,siavash
ببین تا کدامند صد نامجوی,siavash
گروگان فرستد به نزدیک ما,siavash
کند روشن این رای تاریک ما,siavash
نباید که از ما غمی شد ز بیم,siavash
همی طبل سازد به زیر گلیم,siavash
چو این کرده باشیم نزدیک شاه,siavash
فرستاده باید یکی نیک‌خواه,siavash
برد زین سخن نزد او آگهی,siavash
مگر مغز گرداند از کین تهی,siavash
چنین گفت رستم که اینست رای,siavash
جزین روی پیمان نیاید بجای,siavash
به شبگیر گرسیوز آمد بدر,siavash
چنان چون بود با کلاه و کمر,siavash
بیامد به پیش سیاوش زمین,siavash
ببوسید و بر شاه کرد آفرین,siavash
سیاوش بدو گفت کز کار تو,siavash
پراندیشه بودم ز گفتار تو,siavash
کنون رای یکسر بران شد درست,siavash
که از کینه دل را بخواهیم شست,siavash
تو پاسخ فرستی به افراسیاب,siavash
که از کین اگر شد سرت پر شتاب,siavash
کسی کاو ببیند سرانجام بد,siavash
ز کردار بد بازگشتش سزد,siavash
دلی کز خرد گردد آراسته,siavash
یکی گنج گردد پر از خواسته,siavash
اگر زیر نوش اندرون زهر نیست,siavash
دلت را ز رنج و زیان بهر نیست,siavash
چو پیمان همی کرد خواهی درست,siavash
که آزار و کینه نخواهیم جست,siavash
ز گردان که رستم بداند همی,siavash
کجا نامشان بر تو خواند همی,siavash
